OPTION CODE,LAND USE CODE,DESCRIPTION,,
WBD5,AC59,MIXED CROP - GROUP 2,,
WBD5,AC60,MIXED CROP - GROUP 3,,
WBD5,AC61,MIXED CROP - GROUP 4,,
WBD5,AC62,MIXED CROP - GROUP 5,,
WBD5,AC63,BARLEY - WINTER,,
WBD5,AC64,LINSEED - WINTER,,
WBD5,AC65,OATS - WINTER,,
WBD5,AC66,WHEAT - WINTER,,
WBD5,AC67,OILSEED - WINTER,,
WBD5,AC68,RYE - WINTER,,
WBD5,AC69,TRITICALE - WINTER,,
WBD5,AC70,CABBAGE - WINTER,,
WBD5,AC71,CORIANDER,,
WBD5,AC72,CORN GROMWELL,,
WBD5,AC73,CAMELINA,,
WBD5,AC74,PHACELIA,,
WBD5,AC75,OCA,,
WBD5,AC76,GERMAN CHAMOMILE,,
WBD5,AC77,CORN CHAMOMILE,,
WBD5,AC78,CORN COCKLE,,
WBD5,AC79,CORN FLOWER,,
WBD5,AC80,CORN MARIGOLD,,
WBD5,AC81,POPPY,,
WBD5,AC82,FIELD FOR-GET-ME-NOT,,
WBD5,AC83,FOX-GLOVE,,
WBD5,AC84,HAY RATTLE,,
WBD5,AC85,HEDGE BEDSTRAW,,
WBD5,AC86,TEASEL,,
WBD5,AC87,QUINOA,,
WBD5,AC88,SUNFLOWER,,
WBD5,AC89,CRESS,,
WBD5,AC90,GLADIOLI,,
WBD5,AC91,ECHIUM,,
WBD5,AC92,SORGHUM,,
WBD5,AC93,STICKY NIGHTSHADE,,
WBD5,AC94,SWEET WILLIAMS,,
WBD5,AC95,WALLFLOWER,,
WBD5,AC96,SAMPHIRE,,
WBD5,AC97,ASTER (CHINESE),,
WBD5,AC98,LARKSPUR,,
WBD5,AC99,NIGELLA,,
WBD5,CW01,WATERCRESS,,
WBD5,FA01,FALLOW,,
WBD5,LG01,CHICKPEA,,
WBD5,LG02,FENUGREEK,,
WBD5,LG03,FIELD BEANS - SPRING,,
WBD5,LG04,GREEN BEANS,,
WBD5,LG05,LENTILS,,
WBD5,LG06,LUPINS,,
WBD5,LG07,PEAS - SPRING,,
WBD5,LG08,SOYA,,
WBD5,LG09,COWPEA,,
WBD5,LG10,BIRD'S FOOT TREFOIL,,
WBD5,LG11,LUCERNE,,
WBD5,LG12,SWEET CLOVER,,
WBD5,LG13,SAINFOIN,,
WBD5,LG14,CLOVER,,
WBD5,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
WBD5,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
WBD5,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
WBD5,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
WBD5,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
WBD5,LG20,FIELD BEANS - WINTER,,
WBD5,LG21,PEAS - WINTER,,
WBD5,PG01,PERMANENT GRASSLAND,,
WBD5,TG01,TEMPORARY GRASS,,
WBD6,AC01,BARLEY - SPRING,,
WBD6,AC02,BASIL ,,
WBD6,AC03,BEET ,,
WBD6,AC04,BORAGE ,,
WBD6,AC05,BUCKWHEAT ,,
WBD6,AC06,CANARY SEED ,,
WBD6,AC07,CARROT ,,
WBD6,AC08,CELERY ,,
WBD6,AC09,CHICORY ,,
WBD6,AC10,DAFFODIL ,,
WBD6,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
WBD6,AC11,DILL ,,
WBD6,AC12,EVENING PRIMROSE ,,
WBD6,AC13,FENNEL ,,
WBD6,AC14,HEMP ,,
WBD6,AC15,LETTUCE ,,
WBD6,AC16,LINSEED - SPRING,,
WBD6,AC17,MAIZE ,,
WBD6,AC18,MILLET ,,
WBD6,AC19,OATS - SPRING,,
WBD6,AC20,ONIONS ,,
WBD6,AC21,OREGANO ,,
WBD6,AC22,PARSLEY ,,
WBD6,AC23,PARSNIPS ,,
WBD6,AC24,RYE - SPRING,,
WBD6,AC25,SAGE ,,
WBD6,AC26,SPINACH ,,
WBD6,AC27,STRAWBERRY ,,
WBD6,AC28,SWEET POTATO ,,
WBD6,AC29,THYME ,,
WBD6,AC30,TRITICALE - SPRING,,
WBD6,AC31,TULIP ,,
WBD6,AC32,WHEAT - SPRING,,
WBD6,AC33,YAM ,,
WBD6,AC34,CABBAGE - SPRING,,
WBD6,AC35,TURNIP ,,
WBD6,AC36,OILSEED - SPRING,,
WBD6,AC37,BROWN MUSTARD ,,
WBD6,AC38,MUSTARD ,,
WBD6,AC39,CRAMBE ,,
WBD6,AC40,ROCKET ,,
WBD6,AC41,RADISH ,,
WBD6,AC42,HORSERADISH ,,
WBD6,AC43,TOBACCO ,,
WBD6,AC44,POTATO ,,
WBD6,AC45,TOMATO ,,
WBD6,AC46,AUBERGINE ,,
WBD6,AC47,PEPPER ,,
WBD6,AC48,CHILLI ,,
WBD6,AC49,TREE CHILLI ,,
WBD6,AC50,SQUASH ,,
WBD6,AC51,JAPANESE PIE SQUASH ,,
WBD6,AC52,SIAM PUMPKIN ,,
WBD6,AC53,BANANA SQUASH ,,
WBD6,AC54,BUTTERNUT SQUASH ,,
WBD6,AC55,WATER MELON ,,
WBD6,AC56,CUCUMBER ,,
WBD6,AC57,MELON ,,
WBD6,AC58,MIXED CROP - GROUP 1,,
WBD6,AC59,MIXED CROP - GROUP 2,,
WBD6,AC60,MIXED CROP - GROUP 3,,
WBD6,AC61,MIXED CROP - GROUP 4,,
WBD6,AC62,MIXED CROP - GROUP 5,,
WBD6,AC63,BARLEY - WINTER,,
WBD6,AC64,LINSEED - WINTER,,
WBD6,AC65,OATS - WINTER,,
WBD6,AC66,WHEAT - WINTER,,
WBD6,AC67,OILSEED - WINTER,,
WBD6,AC68,RYE - WINTER,,
WBD6,AC69,TRITICALE - WINTER,,
WBD6,AC70,CABBAGE - WINTER,,
WBD6,AC71,CORIANDER,,
WBD6,AC72,CORN GROMWELL,,
WBD6,AC73,CAMELINA,,
WBD6,AC74,PHACELIA,,
WBD6,AC75,OCA,,
WBD6,AC76,GERMAN CHAMOMILE,,
WBD6,AC77,CORN CHAMOMILE,,
WBD6,AC78,CORN COCKLE,,
WBD6,AC79,CORN FLOWER,,
WBD6,AC80,CORN MARIGOLD,,
WBD6,AC81,POPPY,,
WBD6,AC82,FIELD FOR-GET-ME-NOT,,
WBD6,AC83,FOX-GLOVE,,
WBD6,AC84,HAY RATTLE,,
WBD6,AC85,HEDGE BEDSTRAW,,
WBD6,AC86,TEASEL,,
WBD6,AC87,QUINOA,,
WBD6,AC88,SUNFLOWER,,
WBD6,AC89,CRESS,,
WBD6,AC90,GLADIOLI,,
WBD6,AC91,ECHIUM,,
WBD6,AC92,SORGHUM,,
WBD6,AC93,STICKY NIGHTSHADE,,
WBD6,AC94,SWEET WILLIAMS,,
WBD6,AC95,WALLFLOWER,,
WBD6,AC96,SAMPHIRE,,
WBD6,AC97,ASTER (CHINESE),,
WBD6,AC98,LARKSPUR,,
WBD6,AC99,NIGELLA,,
WBD6,CW01,WATERCRESS,,
WBD6,FA01,FALLOW,,
WBD6,LG01,CHICKPEA,,
WBD6,LG02,FENUGREEK,,
WBD6,LG03,FIELD BEANS - SPRING,,
WBD6,LG04,GREEN BEANS,,
WBD6,LG05,LENTILS,,
WBD6,LG06,LUPINS,,
WBD6,LG07,PEAS - SPRING,,
WBD6,LG08,SOYA,,
WBD6,LG09,COWPEA,,
WBD6,LG10,BIRD'S FOOT TREFOIL,,
WBD6,LG11,LUCERNE,,
WBD6,LG12,SWEET CLOVER,,
WBD6,LG13,SAINFOIN,,
WBD6,LG14,CLOVER,,
WBD6,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
WBD6,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
WBD6,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
WBD6,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
WBD6,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
WBD6,LG20,FIELD BEANS - WINTER,,
WBD6,LG21,PEAS - WINTER,,
WBD6,PG01,PERMANENT GRASSLAND,,
WBD6,TG01,TEMPORARY GRASS,,
WBD7,PG01,PERMANENT GRASSLAND,,
WBD8,AC01,BARLEY - SPRING,,
WBD8,AC02,BASIL ,,
WBD8,AC03,BEET ,,
WBD8,AC04,BORAGE ,,
WBD8,AC05,BUCKWHEAT ,,
WBD8,AC06,CANARY SEED ,,
WBD8,AC07,CARROT ,,
WBD8,AC08,CELERY ,,
WBD8,AC09,CHICORY ,,
WBD8,AC10,DAFFODIL ,,
WBD8,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
WBD8,AC11,DILL ,,
WBD8,AC12,EVENING PRIMROSE ,,
WBD8,AC13,FENNEL ,,
WBD8,AC14,HEMP ,,
WBD8,AC15,LETTUCE ,,
WBD8,AC16,LINSEED - SPRING,,
WBD8,AC17,MAIZE ,,
WBD8,AC18,MILLET ,,
WBD8,AC19,OATS - SPRING,,
WBD8,AC20,ONIONS ,,
WBD8,AC21,OREGANO ,,
WBD8,AC22,PARSLEY ,,
WBD8,AC23,PARSNIPS ,,
WBD8,AC24,RYE - SPRING,,
WBD8,AC25,SAGE ,,
WBD8,AC26,SPINACH ,,
WBD8,AC27,STRAWBERRY ,,
WBD8,AC28,SWEET POTATO ,,
WBD8,AC29,THYME ,,
WBD8,AC30,TRITICALE - SPRING,,
WBD8,AC31,TULIP ,,
WBD8,AC32,WHEAT - SPRING,,
WBD8,AC33,YAM ,,
WBD8,AC34,CABBAGE - SPRING,,
WBD8,AC35,TURNIP ,,
WBD8,AC36,OILSEED - SPRING,,
WBD8,AC37,BROWN MUSTARD ,,
WBD8,AC38,MUSTARD ,,
WBD8,AC39,CRAMBE ,,
WBD8,AC40,ROCKET ,,
WBD8,AC41,RADISH ,,
WBD8,AC42,HORSERADISH ,,
WBD8,AC43,TOBACCO ,,
WBD8,AC44,POTATO ,,
WBD8,AC45,TOMATO ,,
WBD8,AC46,AUBERGINE ,,
WBD8,AC47,PEPPER ,,
WBD8,AC48,CHILLI ,,
WBD8,AC49,TREE CHILLI ,,
WBD8,AC50,SQUASH ,,
WBD8,AC51,JAPANESE PIE SQUASH ,,
WBD8,AC52,SIAM PUMPKIN ,,
WBD8,AC53,BANANA SQUASH ,,
WBD8,AC54,BUTTERNUT SQUASH ,,
WBD8,AC55,WATER MELON ,,
WBD8,AC56,CUCUMBER ,,
WBD8,AC57,MELON ,,
WBD8,AC58,MIXED CROP - GROUP 1,,
WBD8,AC59,MIXED CROP - GROUP 2,,
WBD8,AC60,MIXED CROP - GROUP 3,,
WBD8,AC61,MIXED CROP - GROUP 4,,
WBD8,AC62,MIXED CROP - GROUP 5,,
WBD8,AC63,BARLEY - WINTER,,
WBD8,AC64,LINSEED - WINTER,,
WBD8,AC65,OATS - WINTER,,
WBD8,AC66,WHEAT - WINTER,,
WBD8,AC67,OILSEED - WINTER,,
WBD8,AC68,RYE - WINTER,,
WBD8,AC69,TRITICALE - WINTER,,
WBD8,AC70,CABBAGE - WINTER,,
WBD8,AC71,CORIANDER,,
WBD8,AC72,CORN GROMWELL,,
WBD8,AC73,CAMELINA,,
WBD8,AC74,PHACELIA,,
WBD8,AC75,OCA,,
WBD8,AC76,GERMAN CHAMOMILE,,
WBD8,AC77,CORN CHAMOMILE,,
WBD8,AC78,CORN COCKLE,,
WBD8,AC79,CORN FLOWER,,
WBD8,AC80,CORN MARIGOLD,,
WBD8,AC81,POPPY,,
WBD8,AC82,FIELD FOR-GET-ME-NOT,,
WBD8,AC83,FOX-GLOVE,,
WBD8,AC84,HAY RATTLE,,
WBD8,AC85,HEDGE BEDSTRAW,,
WBD8,AC86,TEASEL,,
WBD8,AC87,QUINOA,,
WBD8,AC88,SUNFLOWER,,
WBD8,AC89,CRESS,,
WBD8,AC90,GLADIOLI,,
WBD8,AC91,ECHIUM,,
WBD8,AC92,SORGHUM,,
WBD8,AC93,STICKY NIGHTSHADE,,
WBD8,AC94,SWEET WILLIAMS,,
WBD8,AC95,WALLFLOWER,,
WBD8,AC96,SAMPHIRE,,
WBD8,AC97,ASTER (CHINESE),,
WBD8,AC98,LARKSPUR,,
WBD8,AC99,NIGELLA,,
WBD8,CW01,WATERCRESS,,
WBD8,FA01,FALLOW,,
WBD8,LG01,CHICKPEA,,
WBD8,LG02,FENUGREEK,,
WBD8,LG03,FIELD BEANS - SPRING,,
WBD8,LG04,GREEN BEANS,,
WBD8,LG05,LENTILS,,
WBD8,LG06,LUPINS,,
WBD8,LG07,PEAS - SPRING,,
WBD8,LG08,SOYA,,
WBD8,LG09,COWPEA,,
WBD8,LG10,BIRD'S FOOT TREFOIL,,
WBD8,LG11,LUCERNE,,
WBD8,LG12,SWEET CLOVER,,
WBD8,LG13,SAINFOIN,,
WBD8,LG14,CLOVER,,
WBD8,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
WBD8,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
WBD8,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
WBD8,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
WBD8,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
WBD8,LG20,FIELD BEANS - WINTER,,
WBD8,LG21,PEAS - WINTER,,
WBD8,PG01,PERMANENT GRASSLAND,,
WBD8,TG01,TEMPORARY GRASS,,
WBD9,AB01,FARM BUILDING,,
WBD9,AB06,GLASSHOUSE ,,
WBD9,AB09,FARMYARDS,,
WBD9,AC01,BARLEY - SPRING,,
WBD9,AC02,BASIL ,,
WBD9,AC03,BEET ,,
WBD9,AC04,BORAGE ,,
WBD9,AC05,BUCKWHEAT ,,
WBD9,AC06,CANARY SEED ,,
WBD9,AC07,CARROT ,,
WBD9,AC08,CELERY ,,
WBD9,AC09,CHICORY ,,
WBD9,AC10,DAFFODIL ,,
WBD9,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
WBD9,AC11,DILL ,,
WBD9,AC12,EVENING PRIMROSE ,,
WBD9,AC13,FENNEL ,,
WBD9,AC14,HEMP ,,
WBD9,AC15,LETTUCE ,,
WBD9,AC16,LINSEED - SPRING,,
WBD9,AC17,MAIZE ,,
WBD9,AC18,MILLET ,,
WBD9,AC19,OATS - SPRING,,
WBD9,AC20,ONIONS ,,
WBD9,AC21,OREGANO ,,
WBD9,AC22,PARSLEY ,,
WBD9,AC23,PARSNIPS ,,
WBD9,AC24,RYE - SPRING,,
WBD9,AC25,SAGE ,,
WBD9,AC26,SPINACH ,,
WBD9,AC27,STRAWBERRY ,,
WBD9,AC28,SWEET POTATO ,,
WBD9,AC29,THYME ,,
WBD9,AC30,TRITICALE - SPRING,,
WBD9,AC31,TULIP ,,
WBD9,AC32,WHEAT - SPRING,,
WBD9,AC33,YAM ,,
WBD9,AC34,CABBAGE - SPRING,,
WBD9,AC35,TURNIP ,,
WBD9,AC36,OILSEED - SPRING,,
WBD9,AC37,BROWN MUSTARD ,,
WBD9,AC38,MUSTARD ,,
WBD9,AC39,CRAMBE ,,
WBD9,AC40,ROCKET ,,
WBD9,AC41,RADISH ,,
WBD9,AC42,HORSERADISH ,,
WBD9,AC43,TOBACCO ,,
WBD9,AC44,POTATO ,,
WBD9,AC45,TOMATO ,,
WBD9,AC46,AUBERGINE ,,
WBD9,AC47,PEPPER ,,
WBD9,AC48,CHILLI ,,
WBD9,AC49,TREE CHILLI ,,
WBD9,AC50,SQUASH ,,
WBD9,AC51,JAPANESE PIE SQUASH ,,
WBD9,AC52,SIAM PUMPKIN ,,
WBD9,AC53,BANANA SQUASH ,,
WBD9,AC54,BUTTERNUT SQUASH ,,
WBD9,AC55,WATER MELON ,,
WBD9,AC56,CUCUMBER ,,
WBD9,AC57,MELON ,,
WBD9,AC58,MIXED CROP - GROUP 1,,
WBD9,AC59,MIXED CROP - GROUP 2,,
WBD9,AC60,MIXED CROP - GROUP 3,,
WBD9,AC61,MIXED CROP - GROUP 4,,
WBD9,AC62,MIXED CROP - GROUP 5,,
WBD9,AC63,BARLEY - WINTER,,
WBD9,AC64,LINSEED - WINTER,,
WBD9,AC65,OATS - WINTER,,
WBD9,AC66,WHEAT - WINTER,,
WBD9,AC67,OILSEED - WINTER,,
WBD9,AC68,RYE - WINTER,,
WBD9,AC69,TRITICALE - WINTER,,
WBD9,AC70,CABBAGE - WINTER,,
WBD9,AC71,CORIANDER,,
WBD9,AC72,CORN GROMWELL,,
WBD9,AC73,CAMELINA,,
WBD9,AC74,PHACELIA,,
WBD9,AC75,OCA,,
WBD9,AC76,GERMAN CHAMOMILE,,
WBD9,AC77,CORN CHAMOMILE,,
WBD9,AC78,CORN COCKLE,,
WBD9,AC79,CORN FLOWER,,
WBD9,AC80,CORN MARIGOLD,,
WBD9,AC81,POPPY,,
WBD9,AC82,FIELD FOR-GET-ME-NOT,,
WBD9,AC83,FOX-GLOVE,,
WBD9,AC84,HAY RATTLE,,
WBD9,AC85,HEDGE BEDSTRAW,,
WBD9,AC86,TEASEL,,
WBD9,AC87,QUINOA,,
WBD9,AC88,SUNFLOWER,,
WBD9,AC89,CRESS,,
WBD9,AC90,GLADIOLI,,
WBD9,AC91,ECHIUM,,
WBD9,AC92,SORGHUM,,
WBD9,AC93,STICKY NIGHTSHADE,,
WBD9,AC94,SWEET WILLIAMS,,
WBD9,AC95,WALLFLOWER,,
WBD9,AC96,SAMPHIRE,,
WBD9,AC97,ASTER (CHINESE),,
WBD9,AC98,LARKSPUR,,
WBD9,AC99,NIGELLA,,
WBD9,CF01,CLIFFS,,
WBD9,CF02,VEGETATED SHINGLE,,
WBD9,CF03,SAND DUNES,,
WBD9,CW01,WATERCRESS,,
WBD9,FA01,FALLOW,,
WBD9,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
WBD9,HE03,HEAP - PERMANENT USE,,
WBD9,HS01,HARD STANDINGS,,
WBD9,IW02,RIVERS AND STREAMS TYPE 2,,
WBD9,IW03,RIVERS AND STREAMS TYPE 3,,
WBD9,IW05,SHINGLE,,
WBD9,IW06,FEN MARSH & SWAMP,,
WBD9,IW07,BOG,,
WBD9,LG01,CHICKPEA,,
WBD9,LG02,FENUGREEK,,
WBD9,LG03,FIELD BEANS - SPRING,,
WBD9,LG04,GREEN BEANS,,
WBD9,LG05,LENTILS,,
WBD9,LG06,LUPINS,,
WBD9,LG07,PEAS - SPRING,,
WBD9,LG08,SOYA,,
WBD9,LG09,COWPEA,,
WBD9,LG10,BIRD'S FOOT TREFOIL,,
WBD9,LG11,LUCERNE,,
WBD9,LG12,SWEET CLOVER,,
WBD9,LG13,SAINFOIN,,
WBD9,LG14,CLOVER,,
WBD9,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
WBD9,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
WBD9,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
WBD9,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
WBD9,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
WBD9,LG20,FIELD BEANS - WINTER,,
WBD9,LG21,PEAS - WINTER,,
WBD9,MW01,SALT MARSH - UNGRAZEABLE,,
WBD9,MW02,TIDAL AREAS ,,
WBD9,MW03,REED BEDS,,
WBD9,MW04,INTERTIDAL HABITATS,,
WBD9,MW05,SALINE HABITATS,,
WBD9,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
WBD9,NF01,SCATTERED ROCK,,
WBD9,NF02,SCATTERED BRACKEN,,
WBD9,NF03,SCATTERED SCRUB,,
WBD9,NF05,SCATTERED WATER FEATURES,,
WBD9,NF06,SCATTERED NATURAL FEATURES,,
WBD9,NF08,SCATTERED FEATURES - MIXED,,
WBD9,NT01,GALLOP - GRASS,,
WBD9,NT03,TRACK - NATURAL SURFACE,,
WBD9,NU01,NURSERY CROPS,,
WBD9,PG01,PERMANENT GRASSLAND,,
WBD9,PL01,NON-UTILISED BANK,,
WBD9,RL03,SPORTS AND RECREATION,,
WBD9,RL04,GOLF COURSE ,,
WBD9,RO02,SCREE,,
WBD9,RO03,BOULDERS,,
WBD9,RO04,ROCKY OUTCROP,,
WBD9,SR01,SHORT ROTATION COPPICE,,
WBD9,TC01,PERENNIAL CROPS,,
WBD9,TG01,TEMPORARY GRASS,,
WBD9,WF01,DRAIN/DITCH/DYKE,,
WBD9,WF03,POND,,
WBD9,WO12,MIXED WOODLAND,,
WBD9,WO25,SCRUB - UNGRAZEABLE,,
WD1,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
WD1,IW01,RIVERS AND STREAMS TYPE 1,,
WD1,IW02,RIVERS AND STREAMS TYPE 2,,
WD1,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
WD1,NA01,NON-AGRICULTURAL AREA,,
WD1,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
WD1,NF01,SCATTERED ROCK,,
WD1,NF02,SCATTERED BRACKEN,,
WD1,NF03,SCATTERED SCRUB,,
WD1,NF04,SCATTERED TREES,,
WD1,NF05,SCATTERED WATER FEATURES,,
WD1,NF06,SCATTERED NATURAL FEATURES,,
WD1,NT02,GALLOP - NON GRASS,,
WD1,RD01,NON-AGRI BPS ELIGIBLE,,
WD1,RD02,NON-AGRI BPS INELIGIBLE,,
WD1,WF01,DRAIN/DITCH/DYKE,,
WD1,WF03,POND,,
WD1,WO01,OAK,,
WD1,WO02,BEECH,,
WD1,WO03,LIME,,
WD1,WO04,ASH,,
WD1,WO05,MAPLE,,
WD1,WO06,THORNS,,
WD1,WO07,HORSE CHESTNUT,,
WD1,WO08,WOODLAND BLOCK,,
WD1,WO09,WOODLAND COMPARTMENT,,
WD1,WO10,WOODLAND SUB COMPARTMENT,,
WD1,WO11,LICENCE FELLING AREA,,
WD1,WO12,MIXED WOODLAND,,
WD1,WO13,ANCIENT TREES,,
WD1,WO23,LANDMARK WOODLAND,,
WD1,WO25,SCRUB - UNGRAZEABLE,,
WD1,WO32,NATIVE SEMI-NATURAL WOOD,,
WD10,BF04,TREES IN A LINE,,
WD10,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
WD10,IW01,RIVERS AND STREAMS TYPE 1,,
WD10,IW02,RIVERS AND STREAMS TYPE 2,,
WD10,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
WD10,NA01,NON-AGRICULTURAL AREA,,
WD10,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
WD10,NF01,SCATTERED ROCK,,
WD10,NF02,SCATTERED BRACKEN,,
WD10,NF03,SCATTERED SCRUB,,
WD10,NF04,SCATTERED TREES,,
WD10,NF05,SCATTERED WATER FEATURES,,
WD10,NF06,SCATTERED NATURAL FEATURES,,
WD10,NT02,GALLOP - NON GRASS,,
WD10,NT03,TRACK - NATURAL SURFACE,,
WD10,PG01,PERMANENT GRASSLAND,,
WD10,PG02,PERMANENT GRASS BUFFER STRIP ,,
WD10,TR03,TREES - CLUMPS,,
WD10,WF01,DRAIN/DITCH/DYKE,,
WD10,WF03,POND,,
WD10,WO01,OAK,,
WD10,WO02,BEECH,,
WD10,WO03,LIME,,
WD10,WO04,ASH,,
WD10,WO05,MAPLE,,
WD10,WO06,THORNS,,
WD10,WO07,HORSE CHESTNUT,,
WD10,WO12,MIXED WOODLAND,,
WD10,WO13,ANCIENT TREES,,
WD10,WO14,WOOD PASTURE AND PARKLAND,,
WD10,WO16,RECREATIONAL PARKS - IN A FARMED ENVIRONMENT,,
WD10,WO23,LANDMARK WOODLAND,,
WD10,WO25,SCRUB - UNGRAZEABLE,,
WD10,WO32,NATIVE SEMI-NATURAL WOOD,,
WD11,BF04,TREES IN A LINE,,
WD11,BF11,HALF HEDGE,,
WD11,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
WD11,IW01,RIVERS AND STREAMS TYPE 1,,
WD11,IW02,RIVERS AND STREAMS TYPE 2,,
WD11,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
WD11,NA01,NON-AGRICULTURAL AREA,,
WD11,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
WD11,NF01,SCATTERED ROCK,,
WD11,NF02,SCATTERED BRACKEN,,
WD11,NF03,SCATTERED SCRUB,,
WD11,NF04,SCATTERED TREES,,
WD11,NF05,SCATTERED WATER FEATURES,,
WD11,NF06,SCATTERED NATURAL FEATURES,,
WD11,NT02,GALLOP - NON GRASS,,
WD11,NT03,TRACK - NATURAL SURFACE,,
WD11,PG01,PERMANENT GRASSLAND,,
WD11,PG02,PERMANENT GRASS BUFFER STRIP ,,
WD11,TG01,TEMPORARY GRASS,,
WD11,TR03,TREES - CLUMPS,,
WD11,WF01,DRAIN/DITCH/DYKE,,
WD11,WF03,POND,,
WD11,WO01,OAK,,
WD11,WO02,BEECH,,
WD11,WO03,LIME,,
WD11,WO04,ASH,,
WD11,WO05,MAPLE,,
WD11,WO06,THORNS,,
WD11,WO07,HORSE CHESTNUT,,
WD11,WO12,MIXED WOODLAND,,
WD11,WO13,ANCIENT TREES,,
WD11,WO14,WOOD PASTURE AND PARKLAND,,
WD11,WO16,RECREATIONAL PARKS - IN A FARMED ENVIRONMENT,,
WD11,WO23,LANDMARK WOODLAND,,
WD11,WO25,SCRUB - UNGRAZEABLE,,
WD11,WO32,NATIVE SEMI-NATURAL WOOD,,
WD12,AC01,BARLEY - SPRING,,
WD12,AC02,BASIL ,,
WD12,AC03,BEET ,,
WD12,AC04,BORAGE ,,
WD12,AC05,BUCKWHEAT ,,
WD12,AC06,CANARY SEED ,,
WD12,AC07,CARROT ,,
WD12,AC08,CELERY ,,
WD12,AC09,CHICORY ,,
WD12,AC10,DAFFODIL ,,
WD12,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
WD12,AC11,DILL ,,
WD12,AC12,EVENING PRIMROSE ,,
WD12,AC13,FENNEL ,,
WD12,AC14,HEMP ,,
WD12,AC15,LETTUCE ,,
WD12,AC16,LINSEED - SPRING,,
WD12,AC17,MAIZE ,,
WD12,AC18,MILLET ,,
WD12,AC19,OATS - SPRING,,
WD12,AC20,ONIONS ,,
WD12,AC21,OREGANO ,,
WD12,AC22,PARSLEY ,,
WD12,AC23,PARSNIPS ,,
WD12,AC24,RYE - SPRING,,
WD12,AC25,SAGE ,,
WD12,AC26,SPINACH ,,
WD12,AC27,STRAWBERRY ,,
WD12,AC28,SWEET POTATO ,,
WD12,AC29,THYME ,,
WD12,AC30,TRITICALE - SPRING,,
WD12,AC31,TULIP ,,
WD12,AC32,WHEAT - SPRING,,
WD12,AC33,YAM ,,
WD12,AC34,CABBAGE - SPRING,,
WD12,AC35,TURNIP ,,
WD12,AC36,OILSEED - SPRING,,
WD12,AC37,BROWN MUSTARD ,,
WD12,AC38,MUSTARD ,,
WD12,AC39,CRAMBE ,,
WD12,AC40,ROCKET ,,
WD12,AC41,RADISH ,,
WD12,AC42,HORSERADISH ,,
WD12,AC43,TOBACCO ,,
WD12,AC44,POTATO ,,
WD12,AC45,TOMATO ,,
WD12,AC46,AUBERGINE ,,
WD12,AC47,PEPPER ,,
WD12,AC48,CHILLI ,,
WD12,AC49,TREE CHILLI ,,
WD12,AC50,SQUASH ,,
WD12,AC51,JAPANESE PIE SQUASH ,,
WD12,AC52,SIAM PUMPKIN ,,
WD12,AC53,BANANA SQUASH ,,
WD12,AC54,BUTTERNUT SQUASH ,,
WD12,AC55,WATER MELON ,,
WD12,AC56,CUCUMBER ,,
WD12,AC57,MELON ,,
WD12,AC58,MIXED CROP - GROUP 1,,
WD12,AC59,MIXED CROP - GROUP 2,,
WD12,AC60,MIXED CROP - GROUP 3,,
WD12,AC61,MIXED CROP - GROUP 4,,
WD12,AC62,MIXED CROP - GROUP 5,,
WD12,AC63,BARLEY - WINTER,,
